Vest_ID,Age,Income,Balance,Contributions,Strategy
699,31,83557.71,512646.45,0.09,1
700,46,39539.83,241802.78,0.04,2
701,31,136616.88,583103.36,0.1,1
702,32,128046.6,390932.18,0.07,0
703,55,117588,105178.18,0.06,1
704,28,69089.2,949025.79,0.05,0
705,26,43537.02,456079.48,0.04,0
706,30,103574.12,405087.35,0.08,2
707,54,51352.7,722552.6,0.08,1
708,59,72512.7,565613.25,0.05,2
709,42,75141.8,242451.35,0.03,0
710,56,117367.03,447153.35,0.05,2
711,34,110443.53,336174.79,0.06,1
712,27,83416.1,728250.93,0.09,0
713,64,125213.18,767321.29,0.03,1
714,55,73493.23,483356.73,0.08,2
715,29,80330.48,230568.27,0.07,1
716,55,82821.27,159908.2,0.05,0
717,62,49196.43,769533.43,0.02,1
718,58,103490.55,697929.21,0.09,0
719,33,47775.16,873779.9,0.07,0
720,24,109760.69,703278.99,0.05,1
721,60,82693.98,598602.57,0.1,2
722,50,109903.08,264023.91,0.06,0
723,26,102868.81,493752.13,0.04,1
724,36,123044.57,414328.85,0.05,2
725,30,78106.56,432927.37,0.06,0
726,61,130694.68,211102.9,0.1,2
727,60,91285.96,720941.67,0.01,0
728,42,141016.1,758480.57,0.09,0
729,47,25011.54,545154.44,0.05,2
730,56,77025.43,716691.44,0.03,0
731,29,103262.82,979426.84,0.08,0
732,24,144895.77,578488.93,0.04,2
733,48,31165.31,85844.62,0.04,2
734,32,105933.38,651662.31,0.09,2
735,25,126055.5,429732.47,0.05,1
736,62,80941.17,862948.02,0.04,0
737,46,116691.17,391899.35,0.09,2
738,56,99539.34,629251.15,0.06,1
739,26,76205.42,308915.48,0.02,2
740,55,119425.41,775843,0.08,1
741,47,55659.61,215187.9,0.08,0
742,39,130371.29,541976.96,0.08,2
743,61,122061.41,621594.09,0.01,1
744,42,55054.91,382417.18,0.04,1
745,30,29040.14,278935.59,0.06,1
746,28,121481.94,85636.02,0.04,2
747,53,53413.03,124712.41,0.04,1
748,26,144841.6,221680.93,0.02,1
749,48,75360.16,265067.12,0.07,0
750,50,67726.78,277474.37,0.08,1
751,46,71852.27,611390.83,0.09,1
752,28,45880.85,323587.66,0.08,0
753,58,33760.85,715381.42,0.07,2
754,32,135211.65,938895.99,0.07,2
755,51,140163.55,166184.31,0.07,1
756,25,46257.71,387509.75,0.03,0
757,37,103910.63,367235.76,0.01,1
758,45,28006.68,661865.43,0.1,1
759,59,32660.75,298906.89,0.08,0
760,38,101024.51,985716.44,0.03,1
761,48,114600.66,652106.83,0.08,1
762,48,125870.04,642773.84,0.09,1
763,27,43281.09,637029.38,0.07,1
764,49,49523.87,379816.39,0.07,1
765,57,45726.22,51394.08,0.09,2
766,50,81711.57,933023.08,0.07,1
767,57,80452.57,709993.3,0.06,0
768,60,72792.45,159120.76,0.01,2
769,53,38863.91,690491.78,0.08,2
770,51,98057.54,956224.95,0.03,0
771,63,138329.95,850022.8,0.02,2
772,61,142318.03,717931.66,0.03,0
773,33,120558.25,48779.3,0.01,2
774,62,108824.77,687509.34,0.08,0
775,38,141397.56,398611.25,0.07,1
776,39,121135.91,155037.42,0.07,2
777,41,49709.08,776806.5,0.01,0
778,63,66136.53,750333.44,0.08,1
779,64,87557.68,69409.85,0.02,0
780,55,136381.97,402629.1,0.07,1
781,49,42091.69,965351.03,0.06,1
782,37,133545.56,545637.86,0.04,2
783,58,144521.7,984093.34,0.1,1
784,55,143817.42,385619.53,0.03,0
785,63,71786.69,529505.35,0.1,1
786,50,126897.85,447969.51,0.1,1
787,38,55938.1,203702.1,0.08,1
788,63,137517.9,230416.85,0.05,1
789,63,106259.26,889454.44,0.05,2
790,48,33555.36,628321.95,0.05,0
791,41,86919.99,241198.94,0.02,1
792,38,94756.31,866501.26,0.09,2
793,35,107966.62,322682.99,0.05,0
794,46,64850.9,639663.15,0.04,1
795,30,108912.38,405259.89,0.09,0
796,48,129538.15,662377.14,0.08,1
797,57,64281.18,39205.04,0.01,0
798,39,94035.08,212653.79,0.02,1
799,56,123989.73,718359.32,0.08,1
800,61,61533,832550.89,0.05,1
801,56,138862.02,841302.01,0.09,0
802,28,49803.73,148277.86,0.03,2
803,48,39482.68,231382.47,0.04,2
804,61,48374.2,37632.59,0.04,2
805,49,30349.52,796645.94,0.1,0
806,64,55866.58,194752.13,0.03,0
807,60,126267.53,92970,0.09,1
808,31,65671.18,901784.37,0.04,0
809,42,82198.25,234281.81,0.09,2
810,62,118311.73,508051.71,0.01,2
811,50,122260.03,591122.01,0.08,1
812,52,71425.84,457599.13,0.08,2
813,34,71968.3,94689.07,0.02,1
814,52,126228.11,567851.18,0.1,1
815,41,67893.92,368325.53,0.07,2
816,39,137429.58,56848.9,0.05,2
817,49,103891.7,773003.84,0.09,0
818,32,122800.84,348056.21,0.1,1
819,37,146571.49,248277.64,0.08,2
820,31,109100.8,122542.11,0.05,1
821,46,38733.19,491192.22,0.08,1
822,56,116650.42,105853.48,0.03,2
823,57,74565.25,286537.62,0.09,1
824,32,40619.53,24932.38,0.09,2
825,25,116119.88,973863.64,0.04,1
826,43,64730.49,925905.48,0.1,0
827,48,112811.01,700353.02,0.07,1
828,40,46360.82,967282.53,0.04,2
829,34,81729.59,338656.5,0.02,1
830,32,92326.31,217740.81,0.07,2
831,47,44178.35,72826.44,0.1,1
832,37,80115.37,258975.92,0.05,1
833,29,105470.42,567314.28,0.03,2
834,63,138426.5,497350.93,0.04,1
835,31,49878.83,126812.1,0.05,0
836,35,84527.64,901598.31,0.08,0
837,61,104783.58,347504.55,0.03,0
838,28,43152.8,804203.97,0.02,1
839,56,137105.91,253810.31,0.02,2
840,62,130423.14,325503.47,0.08,2
841,30,106350.31,133938.6,0.1,1
842,51,84549.45,185971.93,0.05,0
843,52,42428.66,415801.93,0.05,1
844,25,146079.73,988349.25,0.06,0
845,34,108839.04,111774.98,0.08,0
846,61,70894.29,309277.84,0.03,0
847,54,90589.15,956727.7,0.01,2
848,38,79317.88,656789.81,0.06,1
849,43,144833.18,392037.86,0.01,0
850,38,94711.48,77053.34,0.05,0
851,31,104886.47,588104.72,0.07,2
852,34,32728.91,170879.25,0.1,0
853,31,143219.14,67233.96,0.05,0
854,47,118313.09,864302.83,0.09,2
855,34,25922.37,23147.06,0.06,2
856,39,148142.44,671278.89,0.02,1
857,64,102851.88,291850.77,0.07,2
858,30,65935.55,206007.46,0.09,2
859,54,26415.26,797168.78,0.08,0
860,55,148304.48,304731.97,0.05,0
861,51,68937.76,583770.87,0.01,2
862,28,135333.43,304222.57,0.02,0
863,58,84741.69,140638.12,0.01,2
864,35,94853.56,290096.14,0.04,1
865,61,145873.08,347183.52,0.03,1
866,53,99888.13,994886.15,0.04,1
867,35,75061.57,657830.82,0.09,0
868,30,56246.53,242824,0.07,1
869,61,26056.85,137124.72,0.09,1
870,47,72638.07,116721.8,0.06,0
871,37,59946.21,887346.05,0.03,2
872,48,44240.27,85007,0.05,0
873,38,139128.21,49670.83,0.1,2
874,51,55057.39,366728.88,0.07,0
875,38,85709.86,37200.48,0.04,1
876,28,109066.39,510274.19,0.08,1
877,29,69154.55,417177.83,0.09,2
878,61,58863.93,619703.81,0.04,1
879,39,96419.9,731712.31,0.04,1
880,32,118342,970131.03,0.08,0
881,43,130139.89,94340.2,0.06,0
882,50,82189.55,100266.33,0.09,2
883,28,75824.12,608058.58,0.09,0
884,49,101850.38,654849.4,0.03,0
885,49,47338.67,991309.23,0.03,0
886,62,36935.61,821315.12,0.06,2
887,51,73639.32,103177.87,0.09,0
888,49,89266.91,878379.62,0.06,0
889,28,136462.24,680916.81,0.08,2
890,63,109039.45,986392.7,0.07,2
891,57,114475.79,614639.5,0.06,1
892,43,37238.53,6601.66,0.02,0
893,43,34266.09,878948.53,0.09,0
894,32,60728.9,865968.94,0.01,2
895,60,88058.88,851119.57,0.09,2
896,38,31257.78,782942.92,0.06,0
897,47,47169.38,290473.9,0.1,2
898,47,87740.41,374845.23,0.07,2
899,46,29401.82,353196.48,0.09,2
900,35,142268.71,623569.1,0.04,1
901,62,34008.76,359686.06,0.04,2
902,28,47765.42,740640.03,0.09,1
903,57,70207.32,456687.26,0.04,2
904,61,85276.97,254260.33,0.04,1
905,57,73050.43,920211.72,0.03,0
906,42,46082.53,852463.35,0.08,1
907,48,115423.28,741200.16,0.05,0
908,43,118680.25,175998.16,0.02,2
909,63,111713.78,22027.56,0.03,1
910,42,91855.62,416283.58,0.08,1
911,39,130892.4,813967.58,0.06,2
912,35,50075.81,198428.22,0.04,1
913,39,94317.36,867577.5,0.08,2
914,42,64822.77,59402.5,0.07,1
915,63,92821.27,876793.32,0.03,1
916,52,85922.54,742145.88,0.06,2
917,31,66315.35,292247.92,0.01,1
918,51,123673.43,926599.63,0.02,2
919,41,100181.83,935160.63,0.06,2
920,44,27305.35,556689.13,0.05,0
921,24,135905.16,725616.08,0.04,1
922,51,43737.85,659777.44,0.01,2
923,45,78051.08,417093.22,0.03,0
924,34,125717.92,651545.99,0.04,0
925,37,45120.04,567222.25,0.08,1
926,44,80737.19,121332.84,0.05,1
927,64,121403.51,474190.63,0.07,1
928,64,84944.3,936547.05,0.03,2
929,40,82741.89,719029.92,0.06,1
930,41,122450.02,697872.32,0.08,2
931,60,60997.56,497448.52,0.01,2
932,57,61404.56,348865.25,0.08,0
933,46,77826.44,211776,0.07,2
934,51,131947.36,334788.09,0.08,1
935,30,61145.76,533866.32,0.1,0
936,36,135158.66,56749.68,0.08,1
937,43,82366.96,65107.8,0.03,0
938,43,75795.78,670926.64,0.08,1
939,51,127580.65,59074.88,0.05,0
940,54,58070.97,922144.55,0.07,1
941,51,144563.11,334189.32,0.09,1
942,37,123723.9,493670.1,0.03,0
943,55,53874.2,819155.25,0.05,0
944,35,53956.69,473549.05,0.05,0
945,55,49768.22,146854.42,0.05,0
946,57,96758.02,822023.39,0.09,0
947,53,70632.22,518958.65,0.07,2
948,46,51922.82,713166.46,0.01,1
949,34,122614.53,666738.89,0.06,0
950,24,84128.01,212172.58,0.03,2
951,57,38159.1,769559.92,0.05,2
952,63,68629,564957.42,0.03,2
953,60,143939.74,141481.85,0.09,2
954,51,113416.44,510176.19,0.05,0
955,63,126355,674479.81,0.04,1
956,48,45416.32,123031.8,0.07,2
957,38,100835.51,671299.22,0.08,1
958,26,38701.76,595354.92,0.01,2
959,36,105488.5,275192.68,0.03,1
960,60,118525.73,374395.19,0.02,1
961,29,48815.84,172127.64,0.04,1
962,59,55620.99,655856.74,0.09,1
963,53,27077.4,252180.71,0.04,2
964,34,37967.08,419495.24,0.05,1
965,49,105911.42,186000.06,0.06,2
966,31,92165.64,275959.43,0.07,2
967,34,121079.64,758805.17,0.09,0
968,24,60626.31,12342.86,0.05,2
969,34,114701.09,413328.96,0.07,2
970,32,46172.84,733701.76,0.03,2
971,28,30876.83,914912.17,0.02,2
972,25,119778.62,947887.47,0.1,0
973,37,142971.01,956674.9,0.04,0
974,29,132766.36,293629.95,0.02,1
975,42,81695,507161.72,0.09,1
976,53,113709.42,56408.21,0.07,1
977,61,66750.49,728477.04,0.07,1
978,46,49002.42,768537.43,0.06,0
979,30,86531.16,396575.1,0.05,0
980,64,138359.68,535240.86,0.09,1
981,27,67215.18,776204.79,0.02,0
982,43,103651.63,983165.06,0.09,0
983,37,148148.68,1866.22,0.06,1
984,63,107354.03,629456.7,0.02,0
985,38,37627.44,1516.03,0.04,2
986,32,120795.91,972048.9,0.07,0
987,57,48358.74,276020.21,0.09,0
988,63,134917.96,956812.98,0.09,0
989,55,101320.22,772407.65,0.1,2
990,42,96497.3,583984.97,0.04,0
991,32,32984.71,261878.98,0.07,1
992,28,108127.59,271291.29,0.02,1
993,49,141299.91,714556.87,0.03,1
994,30,129786.18,140939.57,0.07,2
995,40,128875.19,548869.47,0.08,1
996,57,111621.24,160772.07,0.1,1
997,54,68236.6,685272.29,0.04,1
998,63,42553.85,738344.3,0.09,2
999,46,29380.9,354971.19,0.02,1
1000,46,146872.1,613732.67,0.03,2
1001,58,127816.17,13334.56,0.06,1
1002,29,127859.4,746491.05,0.05,0
1003,31,132574.81,204076.2,0.05,2
1004,32,147962.1,594654.12,0.08,1
1005,55,108913.32,169054.83,0.09,2
1006,62,71520.79,583055.3,0.03,2
1007,47,73816.93,657462.83,0.08,1
1008,46,80449.12,770141.6,0.01,1
1009,31,63919.36,678144.79,0.05,1
1010,29,144027.64,170868.47,0.05,2
1011,46,29609.19,73499.41,0.09,0
1012,37,32084.29,998229.99,0.09,1
1013,31,35891.97,517938.64,0.09,0
1014,41,90684.87,407012.37,0.07,1
1015,62,79012.33,832420,0.08,0
1016,35,104920.12,526258.74,0.04,0
1017,59,149680.06,450072.74,0.06,0
1018,53,35878.25,991837.19,0.1,2
1019,36,79268.52,930858.65,0.04,2
1020,49,25111.98,605200.94,0.1,1
1021,38,122411.12,209027.51,0.05,0
1022,39,130622.16,632995.68,0.02,1
1023,27,90776.83,590503.38,0.03,2
1024,40,109710.25,495729.19,0.05,2
1025,33,139151.03,770968.26,0.06,2
1026,29,143482.05,111441.53,0.08,0
1027,31,123777.87,674933.16,0.03,1
1028,36,34131.95,769076.56,0.09,2
1029,28,106900.57,699262.16,0.04,1
1030,56,77495.1,310823.91,0.05,0
1031,32,120507,722660.38,0.1,0
1032,28,110107.7,470009.56,0.09,2
1033,46,28207.79,269758.54,0.1,1
1034,30,116458.07,117514.42,0.08,0
1035,24,129686.92,407800.83,0.08,1
1036,28,66913.77,23326.92,0.07,0
1037,51,28891.14,862620.77,0.03,1
1038,35,60586.54,638636.44,0.04,0
1039,26,119260.44,908031.88,0.02,0
1040,60,79760.85,975662.37,0.05,0
1041,28,133041.63,115360.87,0.02,1
1042,41,127403.74,757392.24,0.01,0
1043,49,91425.81,814223.04,0.1,0
1044,48,127294.97,895443.77,0.02,0
1045,48,32176.07,852723.37,0.04,2
1046,38,98674.96,206216.59,0.04,0
1047,25,49849.67,807204.81,0.09,2
1048,48,66983.66,314334.64,0.02,2
1049,54,72589.1,252781.21,0.04,0
1050,30,97005.12,255134.96,0.01,1
1051,51,123565.16,880597.83,0.06,0
1052,48,76313.35,369395.92,0.03,2
1053,25,25897.61,639341.8,0.05,2
1054,37,67410.12,571330.97,0.1,2
1055,52,144965.95,840825.43,0.04,0
1056,54,56713.68,361372.78,0.06,0
1057,25,41797.39,201942.32,0.05,1
1058,58,97319.25,834914.17,0.05,1
1059,32,50344.64,833591.73,0.03,1
1060,60,110577.23,157807.48,0.06,2
1061,49,117522.59,915164.29,0.05,1
1062,50,142508.2,372909.18,0.08,1
1063,38,110792.9,200887.06,0.04,1
1064,54,131748.54,11447.36,0.04,1
1065,46,56188.5,964188.82,0.05,1
1066,42,28449.45,34052.52,0.07,0
1067,60,51856.83,763036.18,0.06,2
1068,61,127789.49,35441.34,0.08,2
1069,29,61978.63,130490.49,0.04,0
1070,26,25885.79,181776.8,0.02,2
1071,64,103737.24,257619.5,0.02,0
1072,31,88799.85,727981.31,0.05,0
1073,42,129917.84,685270.65,0.06,1
1074,32,115968.31,574469.83,0.03,1
1075,26,102794.15,539102.02,0.07,0
1076,38,89159.75,294761.35,0.04,0
1077,52,95548.69,854676.48,0.02,0
1078,26,143441.78,915698.37,0.02,2
1079,26,74345.9,911482,0.09,0
1080,49,114883.96,429507.08,0.09,2
1081,48,90757.92,863465.73,0.03,2
1082,30,49557.05,554485.29,0.06,0
1083,29,70111.11,998783.45,0.05,0
1084,27,54372.8,216986.12,0.1,0
1085,30,106795.16,109161.3,0.04,0
1086,47,73903.92,393298.62,0.05,2
1087,29,111188.15,822942.3,0.03,2
1088,25,141368.92,994729.99,0.07,0
1089,24,119750.59,871245.19,0.01,2
1090,39,132730.13,891181.13,0.05,2
1091,25,66657.36,334968.07,0.02,0
1092,61,65091.08,809447.34,0.04,2
1093,61,118197.99,529913.29,0.09,0
1094,52,139625.72,9772.71,0.03,1
1095,59,93908.41,560869.52,0.1,0
1096,47,34413.05,939642.64,0.04,0
1097,48,106224.44,132464.41,0.09,1
1098,46,125498.56,476001.53,0.03,1
1099,50,106416.65,868179.94,0.07,0
1100,41,106014.52,826364.19,0.05,0
1101,62,85825.68,736944.52,0.07,0
1102,56,34454.47,674309.08,0.04,1
1103,47,111202.14,625363.39,0.04,2
1104,61,109904.35,659297.86,0.06,0
1105,28,32849.49,256141.73,0.04,2
1106,59,53268.41,660909.76,0.09,1
1107,60,136229.95,366304.47,0.06,0
1108,41,93650.18,305045.9,0.03,2
1109,54,143442.81,45553.12,0.08,0
1110,41,59673.68,677958.98,0.06,0
1111,39,80879.84,347501.17,0.06,1
1112,54,107397.99,825029.99,0.08,0
1113,30,109492.99,182139.94,0.01,2
1114,28,36840.46,778707.21,0.03,0
1115,32,86074.5,428914.56,0.07,0
1116,63,72098.79,88166.74,0.05,0
1117,48,73858.22,947920.28,0.02,0
1118,55,64327.34,848531.68,0.04,0
1119,36,32419.58,475664.28,0.06,1
1120,28,107233.85,74732.19,0.05,1
1121,52,27579.77,201420.5,0.04,1
1122,51,129416.43,448528.63,0.09,0
1123,59,77957.94,422839.17,0.06,2
1124,53,45946.46,423191.54,0.06,0
1125,33,100758.07,441818.43,0.06,0
1126,45,25533.12,976784.8,0.04,2
1127,50,50010.46,934910.66,0.09,0
1128,24,88701.15,699145,0.04,2
1129,41,143775.8,270674.09,0.04,0
1130,43,96390.09,728548.12,0.09,1
1131,55,107861.09,382057.24,0.02,0
1132,25,125191.36,718612.15,0.1,0
1133,50,138126.21,246402.04,0.02,1
1134,33,26562.47,573475.9,0.04,1
1135,40,83890.01,639900.32,0.1,2
1136,53,98550.68,15734.51,0.03,1
1137,27,83724.69,72062.71,0.03,1
1138,36,61284.3,306597.91,0.03,2
1139,26,55790.63,830873.75,0.07,2
1140,58,128940.22,440184.05,0.05,0
1141,44,33705.37,783974.7,0.04,0
1142,28,29810.43,935840.35,0.01,1
1143,60,90612.89,985628.32,0.08,0
1144,59,124448.78,160460.51,0.02,1
1145,41,107525.02,644853.12,0.03,0
1146,29,64914.76,947803.96,0.06,1
1147,33,121824.25,679794.45,0.1,2
1148,45,82893.21,135071.71,0.01,0
1149,58,65927.57,682630.88,0.03,2
1150,48,106608.45,420578.98,0.01,1
1151,27,30500.88,831437.38,0.02,1
1152,63,51894.34,160215.42,0.03,1
1153,61,109973.81,629951.84,0.03,2
1154,49,56029.32,850439.75,0.07,1
1155,46,137722.75,450882.23,0.04,1
1156,43,67028.26,325095.39,0.03,2
1157,35,111320.82,530239.68,0.08,2
1158,48,125002.67,24766.88,0.05,2
1159,32,137140.85,936173.07,0.04,0
1160,34,58973.43,470980.17,0.05,1
1161,41,142156.04,845282.54,0.04,2
1162,33,109152.71,80946.12,0.07,0
1163,64,127340.48,319540.25,0.02,0
1164,49,130500.71,912520.05,0.03,0
1165,49,34249.11,767084.63,0.09,2
1166,59,99628.11,191831.1,0.03,2
1167,54,25883.53,892538.21,0.1,1
1168,50,66019.11,922883.14,0.05,1
1169,46,80962.26,817007.93,0.03,2
1170,60,50041.9,548165.36,0.02,1
1171,56,36433.09,118231.27,0.04,0
1172,45,95164.83,2071.45,0.06,1
1173,56,45694.27,66684.27,0.08,1
1174,31,43452.23,449429.63,0.1,0
1175,55,118264.6,733811.73,0.03,2
1176,36,65424.32,615802.02,0.04,2
1177,57,135202.91,481286.6,0.07,0
1178,48,27521.21,802044.33,0.08,2
1179,51,126702.31,291599.45,0.08,2
1180,64,94942.07,954520.31,0.09,2
1181,26,52108.5,585793.1,0.04,0
1182,46,102525.86,427576.93,0.03,2
1183,43,84019.18,442019.33,0.02,2
1184,38,48335.71,636013.48,0.09,1
1185,53,66326.75,928234.77,0.05,0
1186,57,72163.74,284280.37,0.05,2
1187,48,121948.17,693954.69,0.01,2
1188,29,126883.33,179149.19,0.02,2
1189,63,123841.57,281682.74,0.03,2
1190,34,76243.99,963326.46,0.02,2
1191,42,37298.85,757387.4,0.07,0
1192,39,52489.56,158710.52,0.02,2
1193,58,72827.25,602622.84,0.06,1
1194,26,95832.77,407484.68,0.03,0
1195,52,147055.99,949581.94,0.08,2
1196,38,78575.58,542902.68,0.02,1
1197,47,76155.11,813202.74,0.09,1
1198,48,131867.75,634253.69,0.06,1
1199,40,136961.52,677249.64,0.08,1
1200,54,58839.92,407575.4,0.03,0
1201,36,82249.14,824404.62,0.07,0
1202,58,52612.13,176050.47,0.03,0
1203,48,83967.5,99480.69,0.09,0
1204,60,123311.99,27309.45,0.08,2
1205,64,146266.99,253944.66,0.03,1
1206,36,119856.97,893342.8,0.06,2
1207,36,32074,535441.54,0.09,0
1208,50,140289.33,43357.62,0.03,1
1209,36,126643.5,318398.43,0.08,2
1210,58,103293.4,166856.17,0.08,2
1211,64,123520.01,882760.42,0.07,2
1212,44,52636.07,938100.35,0.08,0
1213,43,92510.79,832222.05,0.05,1
1214,41,68849.63,940535.39,0.07,2
1215,39,71974.7,636353.28,0.05,2
1216,39,140282.81,696925.45,0.07,2
1217,49,93183.67,874128.4,0.09,1
1218,54,139288.76,642167.08,0.03,0
1219,42,39134.85,848848.14,0.02,1
1220,31,49843.59,940488.68,0.08,0
1221,43,75837.71,396265.64,0.05,2
1222,53,62573.05,872610.92,0.03,2
1223,55,39595.25,796161.55,0.04,0
1224,26,136259.61,625234.79,0.01,2
1225,26,78917.19,218146.88,0.06,1
1226,50,55925.97,523996.61,0.04,2
1227,55,127838.21,852423.84,0.07,1
1228,51,147541.67,425709.75,0.04,0
1229,35,53222.42,130935.26,0.02,2
1230,43,28613.17,21307.75,0.07,2
1231,30,76583.53,751202.22,0.08,2
1232,38,74769.34,547776.66,0.07,2
1233,30,76404.24,24752.19,0.06,0
1234,33,50269.39,62844.37,0.06,0
1235,39,103744.84,261606.66,0.09,0
1236,28,115925.81,280131.45,0.03,2
1237,36,127824.58,214265.45,0.05,1
1238,53,39700.87,482523.34,0.06,2
1239,37,86090.62,892211.52,0.08,2
1240,46,35769.41,635430.23,0.07,2
1241,26,93004.19,87219.84,0.1,1
1242,24,115334.89,942377.11,0.01,1
1243,27,124871.59,475688.82,0.05,2
1244,24,45627.26,60396.29,0.04,0
1245,63,141769.35,774071.29,0.08,2
1246,51,58357.06,919050.9,0.01,2
1247,54,106334.22,581779.03,0.01,0
1248,29,57434.18,192125.63,0.05,1
1249,37,111146.97,457017.39,0.02,2
1250,32,60017.78,192683.05,0.08,0
1251,56,46897.56,809337.08,0.1,0
1252,29,102128.33,844263.93,0.08,2
1253,25,129894.11,597853.35,0.05,1
1254,32,72922.54,322727.23,0.09,1
1255,49,107416.17,501629.31,0.02,1
1256,61,142366.84,187134.71,0.07,1
1257,46,27111.68,451454.25,0.07,1
1258,27,40991.42,971258.57,0.02,2
1259,47,74663.14,935546.59,0.08,0
1260,38,81817.23,933798.31,0.08,1
1261,28,38946.5,933660.75,0.03,0
1262,25,113676.49,561349.67,0.07,1
1263,63,100304.73,482256.15,0.08,1
1264,41,113688.17,226285.02,0.09,1
1265,50,115413.83,175024.54,0.03,0
1266,62,80365.33,215850.06,0.04,1
1267,55,27026.42,853260.51,0.04,2
1268,46,50597.37,401706.73,0.1,0
1269,49,92709.51,70517.7,0.01,1
1270,64,41382.54,665331.09,0.01,0
1271,27,28045.98,379556.53,0.04,0
1272,50,32346.7,363032.25,0.09,0
1273,59,119048.09,984431.41,0.08,0
1274,35,109964.35,375921.48,0.02,1
1275,32,101247.84,22916.75,0.06,1
1276,38,132536.71,88762.91,0.01,0
1277,31,89352.57,120980.68,0.08,1
1278,30,51030.56,213762.79,0.02,0
1279,62,71170.7,799823.7,0.1,2
1280,46,134653.79,838208.54,0.06,1
1281,63,41631.69,488941.63,0.07,2
1282,47,138894.47,597222.9,0.03,0
1283,58,104542.14,842313.86,0.03,2
1284,25,115770.99,392373.36,0.1,2
1285,25,34053.82,981435.03,0.02,1
1286,33,129479.52,414571.05,0.07,2
1287,48,121357.21,592674.39,0.02,0
1288,61,125282.92,892276.04,0.04,2
1289,36,118200.39,83822.51,0.07,0
1290,58,94656.62,573531.16,0.05,2
1291,51,34725.24,925927.72,0.08,0
1292,24,36125.47,509239.39,0.02,2
1293,56,32349.68,280752.44,0.07,2
1294,43,132805.34,90742.81,0.06,0
1295,54,48372.37,62549.37,0.09,1
1296,55,130777.7,268003.87,0.1,1
1297,49,102018.13,492049.2,0.01,2
1298,50,129715.13,620919.29,0.09,0
1299,61,126506.88,36989.72,0.01,1
1300,41,131761.91,429243.11,0.1,0
1301,34,113946.35,35079.4,0.03,2
1302,43,91915.52,543258.76,0.03,1
1303,30,139041.59,932404.3,0.05,1
1304,42,140425.05,810598.35,0.03,1
1305,38,81117.52,851591.79,0.04,0
1306,44,142681.99,436608.3,0.02,2
1307,59,69471.2,145696.54,0.08,2
1308,46,70197.39,707287.11,0.04,2
1309,25,48516.07,114926.67,0.02,2
1310,41,127003.02,60698.92,0.1,0
1311,29,116742.31,389498.31,0.05,1
1312,59,141627.42,172316.68,0.06,2
1313,57,30929.02,428250.56,0.05,2
1314,61,111218.6,786626.99,0.06,0
1315,57,34453.92,656891.16,0.04,1
1316,62,78160.27,667937.18,0.05,2
1317,42,43252.47,775803.97,0.05,0
1318,29,37515.95,116518.33,0.07,1
1319,32,31499.82,132719.48,0.08,1
1320,53,47913.59,372724.3,0.07,2
1321,26,117879.82,949533.48,0.05,1
1322,26,88957.33,331118.34,0.01,1
1323,35,145560.3,285190.12,0.06,2
1324,60,105221.8,660573.09,0.08,1
1325,36,105203.98,709736.72,0.07,2
1326,57,114263.71,698680.52,0.04,2
1327,34,27325.71,329963.27,0.06,1
1328,28,95347.64,844086.66,0.06,1
1329,62,125313.98,557626.88,0.09,1
1330,37,138788.32,748311.94,0.01,2
1331,52,111638.46,713725.82,0.01,2
1332,58,122618.05,638751.97,0.09,0
1333,58,88431.92,137594.96,0.07,2
1334,37,59166.65,539283.72,0.09,0
1335,32,127892.63,128811.19,0.08,0
1336,59,66234.4,541614.11,0.03,1
1337,36,92404.8,927135.39,0.08,0
1338,26,64995.04,177484.88,0.07,2
1339,48,42825.36,828252.64,0.05,2
1340,60,30418.24,633199.48,0.08,1
1341,62,72602.93,237609.85,0.03,0
1342,40,47242.24,938853.27,0.07,0
1343,60,141816.83,320989.48,0.08,1
1344,49,103345.08,756979.74,0.05,1
1345,34,28839.42,37937.15,0.06,2
1346,40,146926.71,366573.37,0.02,2
1347,48,120375.13,556710.77,0.02,2
1348,62,145052.69,967028.8,0.07,1
1349,45,80844.62,145201.86,0.02,0
1350,58,130068,222169.12,0.08,2
1351,38,46483.15,355310.45,0.06,0
1352,29,123587.58,656253.61,0.07,1
1353,36,51821.15,921803.42,0.07,1
1354,40,30102.4,471706.75,0.04,0
1355,49,63729.14,200513.88,0.02,0
1356,60,112544.42,990606.77,0.05,2
1357,40,83068.5,619546.94,0.04,1
1358,30,83370.03,377391.24,0.06,2
1359,29,37409.85,138433.19,0.06,1
1360,34,74302.36,410354.88,0.08,0
1361,38,39853.38,16011.79,0.07,0
1362,47,149339.36,716234.12,0.07,0
1363,39,82022.6,712988.32,0.09,1
1364,50,84736.19,826709.25,0.09,0
1365,35,102296.67,93451.48,0.04,1
1366,39,126674.76,374731.38,0.04,2
1367,44,135962.45,911663.08,0.05,2
1368,57,87838.03,380110.41,0.08,2
1369,42,145060.9,254608.71,0.09,1
1370,38,86716.73,950693.7,0.06,2
1371,59,64200.43,298017.55,0.06,0
1372,63,112724.45,152723.41,0.09,0
1373,35,97907.83,521101.58,0.06,2
1374,46,53310.07,48895.3,0.04,0
1375,58,124587.81,579495.87,0.06,1
1376,27,101177.49,33985.55,0.03,0
1377,38,61081.38,936396.41,0.08,1
1378,33,49801.07,720212.63,0.09,1
1379,56,37365.78,612253.68,0.01,0
